Dia,Hora,HBV,05 min,10 min,15 min,01 h,04 h,24 h,96 h

01/12/2024,00:00:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:05:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:10:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:15:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:20:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:25:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:30:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:35:00,nan,0.0,0.0,0.0,0.0,4.4,4.4,5.2

01/12/2024,00:40:00,nan,0.0,0.0,0.0,0.0,4.0,4.4,5.2

01/12/2024,00:45:00,nan,0.0,0.0,0.0,0.0,3.0,4.4,5.2

01/12/2024,00:50:00,nan,0.0,0.0,0.0,0.0,2.0,4.4,5.2

01/12/2024,00:55:00,nan,0.0,0.0,0.0,0.0,0.8,4.4,5.2

01/12/2024,01:00:00,nan,0.0,0.0,0.0,0.0,0.2,4.4,5.2

01/12/2024,01:05:00,nan,0.0,0.0,0.0,0.0,0.2,4.4,5.2

01/12/2024,01:10:00,nan,0.0,0.0,0.0,0.0,0.2,4.4,5.2

01/12/2024,01:15:00,nan,0.0,0.0,0.0,0.0,0.2,4.4,5.2

01/12/2024,01:20:00,nan,0.0,0.0,0.0,0.0,0.2,4.4,5.2

01/12/2024,01:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,01:55:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:00:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:05:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:10:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:15:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:20:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,02:55:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:00:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:05:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:10:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:15:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:20:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,03:55:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:00:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:05:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:10:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:15:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:20:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,04:55:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:00:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:05:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:10:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:15:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:20:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,05:55:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:00:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:05:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:10:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:15:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:20:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:25:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:30:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:35:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:40:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:45:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

01/12/2024,06:50:00,nan,0.0,0.0,0.0,0.0,0.0,4.4,5.2

