Relatório Pluviométrico da Estação: Sao Cristovao

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   15 min   01 h   04 h   24 h   96 h
18/10/2002  02:15:00            ND     ND     ND     ND     ND
18/10/2002  02:30:00           0.0     ND     ND     ND     ND
18/10/2002  02:45:00           0.0     ND     ND     ND     ND
18/10/2002  03:00:00           0.0     ND     ND     ND     ND
18/10/2002  03:15:00           0.0    0.0     ND     ND     ND
18/10/2002  03:30:00           0.0    0.0     ND     ND     ND
18/10/2002  03:45:00           0.0    0.0     ND     ND     ND
18/10/2002  04:00:00           0.0    0.0     ND     ND     ND
18/10/2002  04:15:00           0.0    0.0     ND     ND     ND
18/10/2002  04:30:00           0.0    0.0     ND     ND     ND
18/10/2002  04:45:00           0.0    0.0     ND     ND     ND
18/10/2002  05:00:00           0.0    0.0     ND     ND     ND
18/10/2002  05:15:00           0.0    0.0     ND     ND     ND
18/10/2002  05:30:00           0.0    0.0     ND     ND     ND
18/10/2002  05:45:00           0.0    0.0     ND     ND     ND
18/10/2002  06:00:00           0.0    0.0     ND     ND     ND
18/10/2002  06:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  06:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  06:45:00           0.0    0.0    0.0     ND     ND
18/10/2002  07:00:00           0.0    0.0    0.0     ND     ND
18/10/2002  07:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  07:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  07:45:00           0.0    0.0    0.0     ND     ND
18/10/2002  08:00:00           0.0    0.0    0.0     ND     ND
18/10/2002  08:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  08:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  08:45:00           0.0    0.0    0.0     ND     ND
18/10/2002  09:00:00           0.0    0.0    0.0     ND     ND
18/10/2002  09:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  09:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  09:45:00           0.0    0.0    0.0     ND     ND
18/10/2002  10:00:00           0.0    0.0    0.0     ND     ND
18/10/2002  10:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  10:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  10:45:00           0.0    0.0    0.0     ND     ND
18/10/2002  11:00:00           0.0    0.0    0.0     ND     ND
18/10/2002  11:15:00           0.0    0.0    0.0     ND     ND
18/10/2002  11:30:00           0.0    0.0    0.0     ND     ND
18/10/2002  11:45:00           0.0    0.0    0.0     ND     ND
